"","X.1","X","gbifID","kingdom","phylum","class","order","family","genus","species","taxonRank","stateProvince","countryCode","occurrenceStatus","day","month","year","geometry","raster_label"
"1749",24139,2367372,4039326786,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Synaxis","Synaxis jubararia","SPECIES","Washington","US","PRESENT",29,1,2023,c(547659.363709494, 5274845.25249751),"Tree Canopy"
"1750",24145,2367822,4172060542,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa cardui","SPECIES","Washington","US","PRESENT",28,7,2023,c(553089.856480799, 5278272.6344278),"Tree Canopy"
"1751",24155,2368750,4034687423,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Aglossa","Aglossa pinguinalis","SPECIES","Washington","US","PRESENT",17,7,2021,c(547226.007823936, 5283019.06720785),"Building"
"1752",24177,2370735,4416663598,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Pyrrharctia","Pyrrharctia isabella","SPECIES","Washington","US","PRESENT",17,9,2023,c(553192.587461525, 5278305.58285515),"Grass/Shrub"
"1753",24185,2371719,3314607374,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",22,6,2021,c(548763.800526408, 5275432.3483687),"Building"
"1754",24202,2373016,4138142269,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Tyria","Tyria jacobaeae","SPECIES","Washington","US","PRESENT",19,6,2023,c(553181.94210637, 5278574.79641051),"Tree Canopy"
"1755",24207,2373434,2626290888,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Endrosis","Endrosis sarcitrella","SPECIES","Washington","US","PRESENT",20,5,2020,c(547195.084346903, 5283011.0357488),"Grass/Shrub"
"1756",24251,2376863,4011674544,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Neoalcis","Neoalcis californiaria","SPECIES","Washington","US","PRESENT",8,9,2022,c(552514.702215008, 5280044.00012718),"Building"
"1757",24264,2378027,2626600103,"Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Incisalia","Incisalia irioides","SPECIES","Washington","US","PRESENT",14,5,2020,c(546414.905737351, 5264349.6506629),"Grass/Shrub"
"1758",24281,2379798,4413565883,"Animalia","Arthropoda","Insecta","Lepidoptera","Autostichidae","Oegoconia","Oegoconia quadripuncta","SPECIES","Washington","US","PRESENT",30,7,2023,c(549649.923742977, 5268356.20101291),"Road"
"1759",24293,2380740,2862546658,"Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Antheraea","Antheraea polyphemus","SPECIES","Washington","US","PRESENT",4,9,2020,c(545571.041010592, 5264722.89855905),"Tree Canopy"
"1760",24300,2381548,4137813191,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",18,6,2023,c(552888.031792255, 5276615.2564464),"Tree Canopy"
"1761",24303,2381634,4126808974,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",23,5,2023,c(552063.07783769, 5280369.38241508),"Tree Canopy"
"1762",24308,2382430,2898415456,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Endrosis","Endrosis sarcitrella","SPECIES","Washington","US","PRESENT",8,9,2020,c(547236.886011116, 5283019.26675685),"Tree Canopy"
"1763",24311,2382573,2851216396,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",18,8,2020,c(547248.62030082, 5283034.14465179),"Tree Canopy"
"1764",24330,2384292,4407233636,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Hofmannophila","Hofmannophila pseudospretella","SPECIES","Washington","US","PRESENT",12,7,2023,c(547234.107257701, 5283019.57761331),"Tree Canopy"
"1765",24358,2386813,4413639229,"Animalia","Arthropoda","Insecta","Lepidoptera","Alucitidae","Alucita","Alucita montana","SPECIES","Washington","US","PRESENT",10,9,2023,c(547233.814370695, 5283018.68605937),"Tree Canopy"
"1766",24386,2389065,4407169581,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Pasiphila","Pasiphila rectangulata","SPECIES","Washington","US","PRESENT",4,7,2023,c(550477.709741912, 5281147.11071218),"Tree Canopy"
"1767",24398,2390389,3398696180,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Pyrrharctia","Pyrrharctia isabella","SPECIES","Washington","US","PRESENT",16,10,2021,c(543577.1415272, 5278755.48168223),"Road"
"1768",24416,2392291,3090581814,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa cardui","SPECIES","Washington","US","PRESENT",14,10,2020,c(553498.942454084, 5273401.45864745),"Tree Canopy"
"1769",24432,2393737,4519216036,"Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Marmara","Marmara arbutiella","SPECIES","Washington","US","PRESENT",27,1,2024,c(556475.870492851, 5266578.08799396),"Tree Canopy"
"1770",24446,2394993,3923433421,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Neoalcis","Neoalcis californiaria","SPECIES","Washington","US","PRESENT",7,9,2021,c(547237.168058124, 5283021.49198334),"Tree Canopy"
"1771",24448,2395313,3860537640,"Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Malacosoma","Malacosoma californica","SPECIES","Washington","US","PRESENT",6,6,2022,c(543664.568381973, 5278121.49946268),"Grass/Shrub"
"1772",24473,2397213,4054940363,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Hofmannophila","Hofmannophila pseudospretella","SPECIES","Washington","US","PRESENT",16,6,2021,c(547233.915592517, 5283015.46362754),"Tree Canopy"
"1773",24476,2397295,3383946861,"Animalia","Arthropoda","Insecta","Lepidoptera","Lyonetiidae","Leucoptera","Leucoptera laburnella","SPECIES","Washington","US","PRESENT",18,7,2021,c(547238.515004763, 5283031.17269453),"Tree Canopy"
"1774",24502,2399791,3873011924,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae","SPECIES","Washington","US","PRESENT",6,7,2022,c(550240.433607828, 5280471.28173074),"Tree Canopy"
"1775",24516,2401062,4096472511,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Clepsis","Clepsis consimilana","SPECIES","Washington","US","PRESENT",6,7,2022,c(547226.281674953, 5283013.06751109),"Building"
"1776",24526,2401887,4177422274,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",3,8,2023,c(556008.598302855, 5281474.51039242),"Grass/Shrub"
"1777",24582,2408089,4606935681,"Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Celastrina","Celastrina ladon","SPECIES","Washington","US","PRESENT",2,4,2024,c(554958.34844312, 5282093.25829788),"Tree Canopy"
"1778",24586,2408379,3314568473,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",23,6,2021,c(545490.014662846, 5264195.67224499),"Tree Canopy"
"1779",24589,2408639,2802833347,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Noctua","Noctua pronuba","SPECIES","Washington","US","PRESENT",16,6,2020,c(547237.806167955, 5283007.60383136),"Tree Canopy"
"1780",24644,2413825,4046399687,"Animalia","Arthropoda","Insecta","Lepidoptera","Pterophoridae","Emmelina","Emmelina monodactyla","SPECIES","Washington","US","PRESENT",18,2,2023,c(547233.837011669, 5283025.13275235),"Tree Canopy"
"1781",24647,2413930,4176955600,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Endrosis","Endrosis sarcitrella","SPECIES","Washington","US","PRESENT",20,5,2023,c(547235.410795934, 5283025.36783611),"Tree Canopy"
"1782",24667,2415825,3888714497,"Animalia","Arthropoda","Insecta","Lepidoptera","Autostichidae","Oegoconia","Oegoconia quadripuncta","SPECIES","Washington","US","PRESENT",27,7,2022,c(547226.860298427, 5283024.96491014),"Building"
"1783",24683,2417658,3330416575,"Animalia","Arthropoda","Insecta","Lepidoptera","Autostichidae","Oegoconia","Oegoconia quadripuncta","SPECIES","Washington","US","PRESENT",13,7,2021,c(548067.545288018, 5279609.31838419),"Building"
"1784",24701,2419762,2860196362,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",2,9,2020,c(547239.86465659, 5283040.5199881),"Grass/Shrub"
"1785",24706,2420084,3398767701,"Animalia","Arthropoda","Insecta","Lepidoptera","Sesiidae","Synanthedon","Synanthedon albicornis","SPECIES","Washington","US","PRESENT",11,7,2021,c(546794.629833443, 5280698.84293626),"Building"
"1786",24707,2420292,3923467408,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Neoalcis","Neoalcis californiaria","SPECIES","Washington","US","PRESENT",12,9,2021,c(547235.336671062, 5283025.25608697),"Tree Canopy"
"1787",24711,2420658,2898521497,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Endrosis","Endrosis sarcitrella","SPECIES","Washington","US","PRESENT",16,9,2020,c(547237.249409356, 5283020.71461758),"Tree Canopy"
"1788",24733,2422428,3915370300,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae","SPECIES","Washington","US","PRESENT",26,9,2022,c(552743.177346217, 5279386.73851801),"Tree Canopy"
"1789",24735,2422663,4405121464,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Aglossa","Aglossa pinguinalis","SPECIES","Washington","US","PRESENT",28,6,2023,c(547224.980982836, 5283025.39422633),"Tree Canopy"
"1790",24849,2434554,3858643611,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",21,6,2022,c(556021.929394543, 5281017.81597622),"Grass/Shrub"
"1791",24885,2438489,3873009756,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae","SPECIES","Washington","US","PRESENT",20,6,2022,c(550238.442072819, 5280493.27166178),"Tree Canopy"
"1792",24889,2438895,3915387341,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris variegana","SPECIES","Washington","US","PRESENT",7,9,2020,c(547227.456911074, 5283025.41434494),"Building"
"1793",24891,2439061,4133906878,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",6,6,2023,c(552783.042773263, 5278319.082463),"Road"
"1794",24892,2439176,4413573959,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eulithis","Eulithis xylina","SPECIES","Washington","US","PRESENT",16,7,2023,c(545424.748940457, 5280168.26535427),"Tree Canopy"
"1795",24907,2440729,3325821170,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",5,7,2021,c(545441.547580319, 5264223.41448531),"Tree Canopy"
"1796",24911,2441041,4096854478,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Aglossa","Aglossa pinguinalis","SPECIES","Washington","US","PRESENT",25,6,2022,c(547226.385674241, 5283018.73683802),"Building"
"1797",24919,2441848,3333233311,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Noctua","Noctua pronuba","SPECIES","Washington","US","PRESENT",27,7,2021,c(547225.983440843, 5283022.06797073),"Building"
"1798",24929,2443003,4137630036,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Tyria","Tyria jacobaeae","SPECIES","Washington","US","PRESENT",17,5,2023,c(553283.651724389, 5277537.27423514),"Water"
"1799",24940,2443801,3903317747,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",6,8,2022,c(543209.598712732, 5276852.1669834),"Unclassified"
"1800",24942,2444075,2802813789,"Animalia","Arthropoda","Insecta","Lepidoptera","Lyonetiidae","Leucoptera","Leucoptera laburnella","SPECIES","Washington","US","PRESENT",18,6,2020,c(547237.088568423, 5283031.2722476),"Tree Canopy"
"1801",24954,2445222,4413493462,"Animalia","Arthropoda","Insecta","Lepidoptera","Pterophoridae","Emmelina","Emmelina monodactyla","SPECIES","Washington","US","PRESENT",9,2,2023,c(547228.88793216, 5283033.98426984),"Tree Canopy"
"1802",24956,2445364,4102873475,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Nymphalis","Nymphalis antiopa","SPECIES","Washington","US","PRESENT",29,4,2023,c(544981.218463807, 5279345.56534712),"Tree Canopy"
"1803",24990,2448696,3872998385,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris variegana","SPECIES","Washington","US","PRESENT",7,9,2020,c(547236.866138834, 5283021.7118229),"Tree Canopy"
"1804",25003,2449856,3858635885,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Lophocampa","Lophocampa argentata","SPECIES","Washington","US","PRESENT",23,6,2022,c(543841.755847278, 5279312.63871788),"Grass/Shrub"
"1805",25007,2450254,4413580918,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Clepsis","Clepsis consimilana","SPECIES","Washington","US","PRESENT",16,7,2023,c(547224.778400042, 5283013.38873628),"Building"
"1806",25020,2451595,4076237537,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Udea","Udea profundalis","SPECIES","Washington","US","PRESENT",24,8,2021,c(547235.337574319, 5283025.14494761),"Tree Canopy"
"1807",25037,2453276,4442426699,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Operophtera","","GENUS","Washington","US","PRESENT",15,11,2023,c(550497.778236931, 5273696.67928091),"Building"
"1808",25043,2453918,4054985385,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Aglossa","Aglossa pinguinalis","SPECIES","Washington","US","PRESENT",19,6,2021,c(547231.05916441, 5283025.33247088),"Tree Canopy"
"1809",25051,2455494,3902661725,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","","","FAMILY","Washington","US","PRESENT",22,8,2022,c(551446.195215474, 5277443.83404392),"Water"
"1810",25080,2457943,4102658427,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Batia","Batia lunaris","SPECIES","Washington","US","PRESENT",19,7,2022,c(547227.305951712, 5283025.52426497),"Building"
"1811",25084,2458165,4014916596,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Chrysoteuchia","Chrysoteuchia topiarius","SPECIES","Washington","US","PRESENT",17,7,2022,c(547262.567479026, 5283736.37225643),"Tree Canopy"
"1812",25092,2458958,4424438488,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Caenurgina","Caenurgina erechtea","SPECIES","Washington","US","PRESENT",27,8,2023,c(544886.316290625, 5268641.06541966),"Building"
"1813",25096,2459294,2802974889,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Tyria","Tyria jacobaeae","SPECIES","Washington","US","PRESENT",14,6,2020,c(553066.907429824, 5278434.03380932),"Road"
"1814",25097,2459325,4510205473,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Diaphania","Diaphania hyalinata","SPECIES","Washington","US","PRESENT",23,4,2021,c(546700.612293364, 5284346.35893314),"Tree Canopy"
"1815",25132,2462133,3923309418,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Endrosis","Endrosis sarcitrella","SPECIES","Washington","US","PRESENT",15,9,2021,c(547231.585264504, 5283025.22559956),"Tree Canopy"
"1816",25142,2463349,3330463807,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Batia","Batia lunaris","SPECIES","Washington","US","PRESENT",17,7,2021,c(547235.25712665, 5283025.81117403),"Tree Canopy"
"1817",25182,2467973,3090741827,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Pyrrharctia","Pyrrharctia isabella","SPECIES","Washington","US","PRESENT",31,8,2020,c(552728.591372317, 5278701.15880053),"Grass/Shrub"
"1818",25186,2468292,4162462469,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",13,7,2023,c(547152.17571461, 5267357.09561073),"Tree Canopy"
"1819",25209,2470596,3301912623,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",31,5,2021,c(555868.064802035, 5281336.88969487),"Road"
"1820",25212,2470679,4171581889,"Animalia","Arthropoda","Insecta","Lepidoptera","Alucitidae","Alucita","Alucita montana","SPECIES","Washington","US","PRESENT",28,7,2023,c(547228.131261108, 5283025.53097138),"Building"
"1821",25232,2472453,3859199366,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",5,7,2022,c(556005.977753555, 5280998.43355008),"Tree Canopy"
"1822",25257,2474838,3911974119,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",14,9,2022,c(552941.27036352, 5278120.78729361),"Grass/Shrub"
"1823",25261,2475351,4138418199,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",23,6,2023,c(556230.201279976, 5281315.37159625),"Tree Canopy"
"1824",25263,2475397,4162262188,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Panthea","Panthea virginarius","SPECIES","Washington","US","PRESENT",13,7,2023,c(550416.015619525, 5269059.42304257),"Parking Lot"
"1825",25266,2475745,4165394708,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",18,7,2023,c(545789.025753501, 5263741.65355419),"Grass/Shrub"
"1826",25281,2477002,2862516296,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Nepytia","Nepytia phantasmaria","SPECIES","Washington","US","PRESENT",8,9,2020,c(547236.872461834, 5283020.93384734),"Tree Canopy"
"1827",25287,2477291,3302254336,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",2,6,2021,c(553078.420503689, 5278274.97538061),"Tree Canopy"
"1828",25297,2477982,2814375582,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Tyria","Tyria jacobaeae","SPECIES","Washington","US","PRESENT",7,7,2020,c(555192.122828658, 5262657.48595614),"Tree Canopy"
"1829",25305,2478525,4413465259,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",30,8,2023,c(556008.791032056, 5281049.2557654),"Grass/Shrub"
"1830",25320,2479907,4102620362,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Noctua","Noctua pronuba","SPECIES","Washington","US","PRESENT",25,6,2021,c(546792.224065925, 5268440.18784314),"Building"
"1831",25321,2479970,4028711498,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Aglossa","Aglossa pinguinalis","SPECIES","Washington","US","PRESENT",21,7,2021,c(547237.169864707, 5283021.26970461),"Tree Canopy"
"1832",25323,2480300,3888856509,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris forsskaleana","SPECIES","Washington","US","PRESENT",29,7,2022,c(546748.416127651, 5282954.52007545),"Road"
"1833",25325,2480555,2823377420,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Endrosis","Endrosis sarcitrella","SPECIES","Washington","US","PRESENT",21,7,2020,c(547234.959723906, 5283025.47531686),"Tree Canopy"
"1834",25338,2481949,2814195207,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea amputatrix","SPECIES","Washington","US","PRESENT",6,7,2020,c(547225.445527007, 5283014.39447732),"Building"
"1835",25340,2482098,2898248740,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Lophocampa","Lophocampa maculata","SPECIES","Washington","US","PRESENT",4,10,2020,c(543379.780759373, 5279414.43060577),"Tree Canopy"
"1836",25345,2482458,3330791217,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae","SPECIES","Washington","US","PRESENT",19,7,2021,c(550733.511062102, 5274269.57272618),"Grass/Shrub"
"1837",25363,2484281,2823324915,"Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Monopis","Monopis crocicapitella","SPECIES","Washington","US","PRESENT",18,7,2020,c(547237.711321412, 5283019.27346462),"Tree Canopy"
"1838",25376,2485415,3873131804,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Anania","Anania hortulata","SPECIES","Washington","US","PRESENT",25,7,2022,c(553196.441820847, 5280528.46410922),"Building"
"1839",25381,2485836,3985681876,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Pyrausta","Pyrausta californicalis","SPECIES","Washington","US","PRESENT",8,10,2022,c(555666.490196663, 5281333.73394068),"Tree Canopy"
"1840",25393,2486922,2963903451,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Neoalcis","Neoalcis californiaria","SPECIES","Washington","US","PRESENT",9,9,2020,c(547226.014218117, 5283027.51440935),"Tree Canopy"
"1841",25394,2486923,2862383444,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Nepytia","Nepytia phantasmaria","SPECIES","Washington","US","PRESENT",10,9,2020,c(547370.173520767, 5283310.33350423),"Tree Canopy"
"1842",25407,2488354,4413526158,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",26,8,2023,c(550177.447651216, 5280811.1817385),"Tree Canopy"
"1843",25423,2490256,3912079096,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Pyrrharctia","Pyrrharctia isabella","SPECIES","Washington","US","PRESENT",17,9,2022,c(553112.994596769, 5278140.02411142),"Grass/Shrub"
"1844",25438,2491087,4516549526,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Nymphalis","Nymphalis antiopa","SPECIES","Washington","US","PRESENT",7,4,2022,c(552870.238936953, 5275952.10185563),"Tree Canopy"
"1845",25458,2493015,4138227075,"Animalia","Arthropoda","Insecta","Lepidoptera","Lyonetiidae","Leucoptera","Leucoptera laburnella","SPECIES","Washington","US","PRESENT",15,6,2023,c(547224.822799068, 5283026.39326136),"Tree Canopy"
"1846",25506,2498167,3764132361,"Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Celastrina","Celastrina ladon","SPECIES","Washington","US","PRESENT",29,4,2021,c(556014.438378361, 5280486.22921704),"Grass/Shrub"
"1847",25552,2502797,4130010838,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",3,6,2023,c(552835.182328592, 5276048.48177801),"Tree Canopy"
"1848",25556,2503157,4416878688,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Autographa","Autographa californica","SPECIES","Washington","US","PRESENT",18,9,2023,c(549362.61226346, 5272866.5901886),"Building"
"1849",25568,2504336,3302396368,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",29,5,2021,c(553153.350013678, 5278359.01987527),"Grass/Shrub"
"1850",25573,2504858,2823388603,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae","SPECIES","Washington","US","PRESENT",22,7,2020,c(547104.268316471, 5268166.39281347),"Tree Canopy"
"1851",25579,2505058,3307223570,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",10,6,2021,c(555796.371763085, 5281025.31753977),"Tree Canopy"
"1852",25589,2505661,4121177041,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",19,5,2023,c(553169.654909839, 5278473.0951587),"Grass/Shrub"
"1853",25612,2508374,4424559483,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Synaxis","Synaxis jubararia","SPECIES","Washington","US","PRESENT",6,10,2023,c(552353.290073183, 5283495.24710052),"Building"
"1854",25621,2509122,3881485290,"Animalia","Arthropoda","Insecta","Lepidoptera","Autostichidae","Oegoconia","Oegoconia quadripuncta","SPECIES","Washington","US","PRESENT",29,7,2022,c(547230.834983193, 5283025.21950237),"Grass/Shrub"
"1855",25640,2511915,2626547989,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Hesperia","Hesperia juba","SPECIES","Washington","US","PRESENT",13,5,2020,c(545382.361131221, 5264274.52504895),"Tree Canopy"
"1856",25648,2512888,3399360856,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Pyrrharctia","Pyrrharctia isabella","SPECIES","Washington","US","PRESENT",15,10,2021,c(555293.123560293, 5262503.3917976),"Tree Canopy"
"1857",25657,2514098,4405505362,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",23,8,2023,c(545776.233457722, 5263712.10053244),"Building"
"1858",25664,2514812,3858254553,"Animalia","Arthropoda","Insecta","Lepidoptera","Autostichidae","Oegoconia","Oegoconia quadripuncta","SPECIES","Washington","US","PRESENT",24,9,2020,c(547234.922632218, 5283020.80685371),"Tree Canopy"
"1859",25686,2516756,4171170404,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",21,8,2021,c(554572.162234612, 5273126.42500703),"Water"
"1860",25688,2517208,3915446668,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris variegana","SPECIES","Washington","US","PRESENT",24,8,2022,c(547186.364684983, 5283003.74041429),"Road"
"1861",25700,2518147,4028656535,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Herpetogramma","Herpetogramma aquilonalis","SPECIES","Washington","US","PRESENT",18,7,2021,c(547237.546812218, 5283021.05047487),"Tree Canopy"
"1862",25731,2521866,3873140005,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",25,7,2022,c(556120.334846036, 5281048.99729466),"Tree Canopy"
"1863",25746,2524032,3760265198,"Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Celastrina","Celastrina ladon","SPECIES","Washington","US","PRESENT",7,4,2022,c(553190.710585309, 5278502.74168185),"Grass/Shrub"
"1864",25759,2524825,4116556058,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae","SPECIES","Washington","US","PRESENT",11,5,2023,c(547206.597900001, 5283080.81823638),"Grass/Shrub"
"1865",25762,2524919,4134024617,"Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Antheraea","Antheraea polyphemus","SPECIES","Washington","US","PRESENT",10,6,2023,c(544330.424310218, 5269695.12605938),"Road"
"1866",25765,2525067,4413528752,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Pyrausta","Pyrausta californicalis","SPECIES","Washington","US","PRESENT",5,8,2023,c(544969.228120743, 5270044.00296346),"Road"
